pl_name,pl_hostname,pl_letter,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpern,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbsmaxn,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbeccenn,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orbincln,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassn,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_radn,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_densn,pl_ttvflag,pl_kepflag,pl_k2flag,ra_str,dec_str,rapl_name,st_raerr,decpl_name,st_decerr,st_posn,st_dist,st_disterr1,st_disterr2,st_distlim,st_distn,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffn,st_mass,st_masserr1,st_masserr2,st_masslim,st_massn,st_rad,st_raderr1,st_raderr2,st_radlim,st_radn,pl_nnotes,rowupdate,pl_facility,pl_eqt,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,rapl_name,decpl_name,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
Kepler-1593 b,Kepler-1593,b,Transit,0,1,174.509835,0.001852,-0.001852,0.0,4,,,,,1,,,,,0,,,,,1,,,,,0,,0.28300000000000003,0.027000000000000003,-0.025,0.0,3,,,,,1,1,1,0,20h01m57.16s,+44d27m38.4s,300.48818,1.7e-05,44.46067,1.7e-05,2,755.0,75.81,-60.18,0.0,4,15.873,,0.0,Kepler-band,15.884,,0.0,4995.0,243.24,-219.42,0.0,5,0.81,0.06,-0.05,0.0,2,0.77,0.07,-0.05,0.0,5,1,2016-05-10,Kepler,,Confirmed,,,,,,,0.28300000000000003,0.025,0.027000000000000003,174.509835,0.001852,0.001852,,,,,,,,,,,2016.0,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1593,300.48818,44.46067,,,14.187999999999999,13.675,13.452,755.0,,,0.02,0.168,0.17,0.81,0.05,0.06,0.77,0.05,0.07,,,,,4995.0,219.42,243.24,,,
Kepler-1594 b,Kepler-1594,b,Transit,0,1,2.71603809,1.355e-05,-1.355e-05,0.0,2,,,,,0,,,,,0,,,,,0,,,,,0,,0.095,0.023,-0.011,0.0,2,,,,,0,0,1,0,19h34m29.54s,+47d57m42.9s,293.62309,2.5e-05,47.961914,1.9e-05,2,1100.0,267.41,-118.27,0.0,3,14.800999999999998,,0.0,Kepler-band,14.741,,0.0,5946.0,94.8,-125.41,0.0,4,1.06,0.07,-0.07,0.0,1,1.08,0.26,-0.11,0.0,4,1,2016-05-10,Kepler,,Confirmed,,,,,,,0.095,0.011000000000000001,0.023,2.71603809,1.355e-05,1.355e-05,,,,,,,,,,,2016.0,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1594,293.62309,47.961914,,,13.649000000000001,13.344000000000001,13.322000000000001,1100.0,,,0.03,0.16699999999999998,0.14,1.06,0.07,0.07,1.08,0.11,0.26,,,,,5946.0,125.41,94.8,,,
Kepler-1595 b,Kepler-1595,b,Transit,0,1,4.56380468,3.24e-05,-3.24e-05,0.0,2,,,,,0,,,,,0,,,,,0,,,,,0,,0.11,0.008,-0.009000000000000001,0.0,2,,,,,0,0,1,0,19h02m53.45s,+43d00m34.1s,285.722721,1.9e-05,43.00948,1.7e-05,2,841.0,51.37,-48.97,0.0,3,15.448,,0.0,Kepler-band,15.401,,0.0,5203.0,61.17,-66.07,0.0,4,0.84,0.04,-0.04,0.0,1,0.8,0.05,-0.04,0.0,4,1,2016-05-10,Kepler,,Confirmed,,,,,,,0.11,0.009000000000000001,0.008,4.56380468,3.24e-05,3.24e-05,,,,,,,,,,,2016.0,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1595,285.722721,43.009479999999996,,,14.04,13.609000000000002,13.527000000000001,841.0,,,-0.02,0.166,0.152,0.84,0.04,0.04,0.8,0.04,0.05,,,,,5203.0,66.07,61.17,,,
Kepler-1596 b,Kepler-1596,b,Transit,0,1,66.373379,0.001476,-0.001476,0.0,3,,,,,0,,,,,0,,,,,0,,,,,0,,0.17,0.022,-0.015,0.0,2,,,,,0,0,1,0,19h02m13.80s,+49d19m48.3s,285.557511,1.7e-05,49.330074,1.7e-05,2,1166.0,147.0,-99.76,0.0,3,15.37,,0.0,Kepler-band,15.366,,0.0,5706.0,76.54,-66.32,0.0,4,0.95,0.05,-0.07,0.0,1,0.92,0.11,-0.07,0.0,4,1,2016-05-10,Kepler,,Confirmed,,,,,,,0.17,0.015,0.022000000000000002,66.373379,0.0014759999999999999,0.0014759999999999999,,,,,,,,,,,2016.0,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1596,285.557511,49.330073999999996,,,14.25,13.860999999999999,13.825999999999999,1166.0,,,-0.11,0.213,0.162,0.95,0.07,0.05,0.92,0.07,0.11,,,,,5706.0,66.32,76.54,,,
Kepler-1597 b,Kepler-1597,b,Transit,0,1,2.94654179,3.471e-05,-3.471e-05,0.0,2,,,,,0,,,,,0,,,,,0,,,,,0,,0.095,0.042,-0.015,0.0,2,,,,,0,0,1,0,19h12m39.35s,+42d28m51.9s,288.163973,1.7e-05,42.481083,1.7e-05,2,1255.0,530.92,-191.54,0.0,3,14.144,,0.0,Kepler-band,14.115,,0.0,6377.0,131.93,-114.19,0.0,4,1.25,0.2,-0.11,0.0,1,1.39,0.61,-0.21,0.0,4,1,2016-05-10,Kepler,,Confirmed,,,,,,,0.095,0.015,0.042,2.94654179,3.471e-05,3.471e-05,,,,,,,,,,,2016.0,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1597,288.163973,42.481083,,,13.241,12.965,12.927,1255.0,,,0.02,0.184,0.125,1.25,0.11,0.2,1.39,0.21,0.61,,,,,6377.0,114.19,131.93,,,
Kepler-1598 b,Kepler-1598,b,Transit,0,1,4.34195123,2.827e-05,-2.827e-05,0.0,2,,,,,0,,,,,0,,,,,0,,,,,0,,0.085,0.025,-0.009000000000000001,0.0,2,,,,,0,0,1,0,19h13m52.58s,+46d47m01.2s,288.469102,1.7e-05,46.78368,1.7e-05,2,734.0,206.14,-75.36,0.0,3,13.874,,0.0,Kepler-band,13.814,,0.0,5940.0,75.0,-88.75,0.0,4,1.07,0.07,-0.06,0.0,1,1.09,0.31,-0.1,0.0,4,1,2016-05-10,Kepler,,Confirmed,,,,,,,0.085,0.009000000000000001,0.025,4.34195123,2.827e-05,2.827e-05,,,,,,,,,,,2016.0,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1598,288.469102,46.78368,,,12.734000000000002,12.444,12.42,734.0,,,0.04,0.16,0.145,1.07,0.06,0.07,1.09,0.1,0.31,,,,,5940.0,88.75,75.0,,,
Kepler-1599 b,Kepler-1599,b,Transit,0,1,122.363553,0.008968,-0.008968,0.0,3,,,,,0,,,,,0,,,,,0,,,,,0,,0.145,0.029,-0.021,0.0,2,,,,,0,0,1,0,19h04m53.01s,+41d09m04.5s,286.220889,2.2e-05,41.151251,1.7e-05,2,1004.0,188.81,-93.88,0.0,3,14.945,,0.0,Kepler-band,14.902,,0.0,5767.0,97.64,-125.25,0.0,4,0.99,0.06,-0.05,0.0,1,0.99,0.18,-0.09,0.0,4,1,2016-05-10,Kepler,,Confirmed,,,,,,,0.145,0.021,0.028999999999999998,122.363553,0.008968,0.008968,,,,,,,,,,,2016.0,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1599,286.220889,41.151251,,,13.735,13.386,13.360999999999999,1004.0,,,0.02,0.159,0.133,0.99,0.05,0.06,0.99,0.09,0.18,,,,,5767.0,125.25,97.64,,,
Kepler-1600 b,Kepler-1600,b,Transit,0,1,386.370548,0.008591,-0.008591,0.0,1,,,,,0,,,,,0,,,,,0,,,,,0,,0.279,0.025,-0.015,0.0,2,,,,,0,0,1,0,19h25m35.85s,+38d47m15.9s,291.399384,1.7e-05,38.78775200000001,1.7e-05,2,992.0,65.85,-47.97,0.0,3,15.825,,0.0,Kepler-band,15.814,,0.0,5214.0,66.69,-91.43,0.0,4,0.86,0.04,-0.04,0.0,1,0.82,0.05,-0.04,0.0,4,1,2016-05-10,Kepler,,Confirmed,,,,,,,0.27899999999999997,0.015,0.025,386.370548,0.008591,0.008591,,,,,,,,,,,2016.0,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1600,291.399384,38.787752000000005,,,14.350999999999999,13.902999999999999,13.895999999999999,992.0,,,0.07,0.146,0.14400000000000002,0.86,0.04,0.04,0.82,0.04,0.05,,,,,5214.0,91.43,66.69,,,
Kepler-1601 b,Kepler-1601,b,Transit,0,1,2.20921951,1.51e-05,-1.51e-05,0.0,2,,,,,0,,,,,0,,,,,0,,,,,0,,0.073,0.021,-0.01,0.0,2,,,,,0,0,1,0,19h02m03.11s,+38d04m47.1s,285.512943,1.7e-05,38.079748,1.7e-05,2,660.0,187.97,-73.96,0.0,3,13.764,,0.0,Kepler-band,13.678,,0.0,5869.0,90.84,-118.62,0.0,4,1.04,0.07,-0.06,0.0,1,1.07,0.31,-0.12,0.0,4,1,2016-05-10,Kepler,,Confirmed,,,,,,,0.073,0.01,0.021,2.20921951,1.51e-05,1.51e-05,,,,,,,,,,,2016.0,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1601,285.512943,38.079747999999995,,,12.602,12.311,12.216,660.0,,,0.05,0.154,0.145,1.04,0.06,0.07,1.07,0.12,0.31,,,,,5869.0,118.62,90.84,,,
Kepler-1602 b,Kepler-1602,b,Transit,0,1,11.17931605,7.504e-05,-7.504e-05,0.0,2,,,,,0,,,,,0,,,,,0,,,,,0,,0.12,0.052000000000000005,-0.021,0.0,2,,,,,0,0,1,0,19h34m19.41s,+40d25m38.9s,293.5808580000001,1.7e-05,40.427478,1.7e-05,2,815.0,344.41,-137.45,0.0,3,13.352,,0.0,Kepler-band,13.300999999999998,,0.0,6296.0,217.69,-152.7,0.0,4,1.22,0.2,-0.11,0.0,1,1.36,0.58,-0.22,0.0,4,1,2016-05-10,Kepler,,Confirmed,,,,,,,0.12,0.021,0.052000000000000005,11.17931605,7.504e-05,7.504e-05,,,,,,,,,,,2016.0,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1602,293.58085800000003,40.427478,,,12.386,12.1,12.06,815.0,,,0.02,0.168,0.11900000000000001,1.22,0.11,0.2,1.36,0.22,0.58,,,,,6296.0,152.7,217.69,,,
Kepler-1603 b,Kepler-1603,b,Transit,0,1,2.27163926,2.336e-05,-2.336e-05,0.0,2,,,,,0,,,,,0,,,,,0,,,,,0,,0.115,0.042,-0.017,0.0,2,,,,,0,0,1,0,19h41m19.16s,+42d32m05.9s,295.3298430000001,1.7e-05,42.534966,1.7e-05,2,1751.0,615.69,-253.03,0.0,3,15.332,,0.0,Kepler-band,15.34,,0.0,6241.0,116.66,-168.54,0.0,4,1.21,0.15,-0.1,0.0,1,1.31,0.48,-0.18,0.0,4,1,2016-05-10,Kepler,,Confirmed,,,,,,,0.115,0.017,0.042,2.27163926,2.336e-05,2.336e-05,,,,,,,,,,,2016.0,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1603,295.32984300000004,42.534966,,,14.190999999999999,13.927999999999999,13.84,1751.0,,,0.07,0.141,0.14,1.21,0.1,0.15,1.31,0.18,0.48,,,,,6241.0,168.54,116.66,,,
Kepler-1604 b,Kepler-1604,b,Transit,0,1,0.68368426,6.3e-07,-6.3e-07,0.0,1,,,,,0,,,,,0,,,,,0,,,,,0,,0.126,0.017,-0.01,0.0,2,,,,,0,0,1,0,19h01m38.55s,+44d24m44.0s,285.410633,1.7e-05,44.412212,1.7e-05,2,562.0,25.63,-25.69,0.0,3,14.915,,0.0,Kepler-band,14.899,,0.0,4976.0,49.62,-51.36,0.0,4,0.81,0.03,-0.04,0.0,1,0.76,0.03,-0.03,0.0,4,1,2016-05-10,Kepler,,Confirmed,,,,,,,0.126,0.01,0.017,0.68368426,6.3e-07,6.3e-07,,,,,,,,,,,2016.0,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1604,285.410633,44.412212,,,13.389000000000001,12.924000000000001,12.821,562.0,,,0.02,0.16399999999999998,0.151,0.81,0.04,0.03,0.76,0.03,0.03,,,,,4976.0,51.36,49.62,,,
Kepler-1605 b,Kepler-1605,b,Transit,0,1,85.7565495,0.0006161000000000001,-0.0006161000000000001,0.0,3,,,,,0,,,,,0,,,,,0,,,,,0,,0.096,0.008,-0.006999999999999999,0.0,2,,,,,0,0,1,0,19h08m32.37s,+47d29m19.0s,287.1348950000001,3.6e-05,47.488621,1.7e-05,2,224.0,15.93,-13.21,0.0,3,12.429,,0.0,Kepler-band,12.413,,0.0,5280.0,56.11,-59.11,0.0,4,0.86,0.04,-0.04,0.0,1,0.82,0.06,-0.05,0.0,4,1,2016-05-10,Kepler,,Confirmed,,,,,,,0.096,0.006999999999999999,0.008,85.7565495,0.0006161000000000001,0.0006161000000000001,,,,,,,,,,,2016.0,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1605,287.13489500000003,47.488621,,,11.064,10.655,10.587,224.0,,,-0.01,0.157,0.15,0.86,0.04,0.04,0.82,0.05,0.06,,,,,5280.0,59.11,56.11,,,
Kepler-1606 b,Kepler-1606,b,Transit,0,1,196.435224,0.003935,-0.003935,0.0,4,,,,,1,,,,,0,,,,,1,,,,,0,,0.185,0.021,-0.013,0.0,3,,,,,1,0,1,0,19h05m30.78s,+43d04m23.7s,286.378264,1.7e-05,43.07325,1.7e-05,2,880.0,77.42,-54.85,0.0,4,15.139,,0.0,Kepler-band,15.106,,0.0,5422.0,59.86,-63.5,0.0,5,0.9,0.04,-0.04,0.0,2,0.86,0.08,-0.05,0.0,5,1,2016-05-10,Kepler,,Confirmed,,,,,,,0.185,0.013000000000000001,0.021,196.435224,0.003935,0.003935,,,,,,,,,,,2016.0,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1606,286.378264,43.07325,,,13.875,13.502,13.4,880.0,,,0.01,0.162,0.14400000000000002,0.9,0.04,0.04,0.86,0.05,0.08,,,,,5422.0,63.5,59.86,,,
Kepler-1607 b,Kepler-1607,b,Transit,0,1,13.6473676,0.0002102,-0.0002102,0.0,1,,,,,0,,,,,0,,,,,0,,,,,0,,0.08199999999999999,0.029,-0.012,0.0,2,,,,,0,0,1,0,19h44m14.37s,+42d39m21.8s,296.059869,1.7e-05,42.656051,1.7e-05,2,735.0,262.0,-114.62,0.0,3,13.897,,0.0,Kepler-band,13.875,,0.0,6116.0,118.51,-199.25,0.0,4,1.14,0.14,-0.1,0.0,1,1.21,0.43,-0.18,0.0,4,1,2016-05-10,Kepler,,Confirmed,,,,,,,0.08199999999999999,0.012,0.028999999999999998,13.6473676,0.0002102,0.0002102,,,,,,,,,,,2016.0,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1607,296.059869,42.656051,,,12.592,12.270999999999999,12.218,735.0,,,0.05,0.146,0.135,1.14,0.1,0.14,1.21,0.18,0.43,,,,,6116.0,199.25,118.51,,,
Kepler-1608 b,Kepler-1608,b,Transit,0,1,16.4735686,0.0001698,-0.0001698,0.0,2,,,,,0,,,,,0,,,,,0,,,,,0,,0.154,0.014,-0.017,0.0,1,,,,,0,0,1,0,19h42m15.25s,+39d25m03.4s,295.563558,1.7e-05,39.417606,1.7e-05,2,832.0,64.98,-81.44,0.0,2,15.889,,0.0,Kepler-band,15.895,,0.0,4992.0,119.01,-72.99,0.0,3,0.75,0.05,-0.07,0.0,1,0.72,0.05,-0.07,0.0,2,1,2016-05-10,Kepler,,Confirmed,,,,,,,0.154,0.017,0.013999999999999999,16.4735686,0.0001698,0.0001698,,,,,,,,,,,2016.0,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1608,295.563558,39.417606,,,14.419,13.83,13.835999999999999,832.0,,,-0.24,0.239,0.201,0.75,0.07,0.05,0.72,0.07,0.05,,,,,4992.0,72.99,119.01,,,
Kepler-1609 b,Kepler-1609,b,Transit,0,1,114.34219,0.004097,-0.004097,0.0,3,,,,,0,,,,,0,,,,,0,,,,,0,,0.198,0.08,-0.029,0.0,2,,,,,0,0,1,0,19h20m35.17s,+39d39m57.0s,290.146555,1.9e-05,39.665821,1.7e-05,2,1483.0,584.97,-210.31,0.0,3,15.015,,0.0,Kepler-band,14.937,,0.0,6132.0,88.96,-146.65,0.0,4,1.18,0.16,-0.09,0.0,1,1.27,0.51,-0.17,0.0,4,1,2016-05-10,Kepler,,Confirmed,,,,,,,0.198,0.028999999999999998,0.08,114.34218999999999,0.004097,0.004097,,,,,,,,,,,2016.0,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1609,290.146555,39.665821,,,13.918,13.687000000000001,13.508,1483.0,,,0.1,0.126,0.145,1.18,0.09,0.16,1.27,0.17,0.51,,,,,6132.0,146.65,88.96,,,
Kepler-445 c,Kepler-445,c,Transit,0,3,4.8712290000000005,1.1e-05,-1.1e-05,0.0,4,,,,,0,0.0,,,0.0,2,89.91,0.07,-0.1,0.0,1,,,,,0,,0.22,0.03,-0.03,0.0,5,,,,,0,0,1,0,19h54m56.66s,+46d29m54.8s,298.736067,1.7e-05,46.498552,1.7e-05,2,90.0,,,0.0,5,17.475,,0.0,Kepler-band,16.715999999999998,,0.0,3157.0,60.0,-60.0,0.0,6,0.18,0.04,-0.04,0.0,4,0.21,0.03,-0.03,0.0,5,2,2015-01-14,Kepler,,Confirmed,0.027000000000000003,0.002,0.002,,,,0.22399999999999998,0.0032,0.0032,4.8712290000000005,1.1e-05,1.1e-05,,,,0.0,,,89.91,0.07,0.1,,2015.0,2015-01-09,,,,,,,,,,2454132.3692,0.0019,0.0019,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,,Kepler-445,298.73750001900004,46.498611133000004,18.0,,,,,90.0,,,0.19,0.12,0.12,0.18,0.04,0.04,0.21,0.03,0.03,,,,,3157.0,60.0,60.0,,,
Kepler-445 d,Kepler-445,d,Transit,0,3,8.15275,0.0004,-0.0004,0.0,3,,,,,0,0.0,,,0.0,2,89.61,0.27,-0.25,0.0,1,,,,,0,,0.11,0.02,-0.02,0.0,4,,,,,0,0,1,0,19h54m56.66s,+46d29m54.8s,298.736067,1.7e-05,46.498552,1.7e-05,2,90.0,,,0.0,5,17.475,,0.0,Kepler-band,16.715999999999998,,0.0,3157.0,60.0,-60.0,0.0,6,0.18,0.04,-0.04,0.0,4,0.21,0.03,-0.03,0.0,5,2,2015-01-14,Kepler,,Confirmed,0.011000000000000001,0.002,0.002,,,,0.11199999999999999,0.017,0.017,8.15275,0.0004,0.0004,,,,0.0,,,89.61,0.27,0.27,,2015.0,2015-01-09,,,,,,,,,,2454829.24878,0.05,0.05,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,,Kepler-445,298.73750001900004,46.498611133000004,18.0,,,,,90.0,,,0.19,0.12,0.12,0.18,0.04,0.04,0.21,0.03,0.03,,,,,3157.0,60.0,60.0,,,
Kepler-446 b,Kepler-446,b,Transit,0,3,1.565409,3.3e-06,-3.3e-06,0.0,4,,,,,0,0.0,,,0.0,1,87.42,0.62,-0.37,0.0,1,,,,,0,,0.13,0.02,-0.02,0.0,4,,,,,0,0,1,0,18h49m00.05s,+44d55m16.0s,282.250207,1.7e-05,44.92110200000001,1.7e-05,2,120.0,,,0.0,4,16.257,,0.0,Kepler-band,16.31,,0.0,3359.0,60.0,-60.0,0.0,6,0.22,0.05,-0.05,0.0,3,0.24,0.04,-0.04,0.0,5,1,2015-01-14,Kepler,,Confirmed,0.013999999999999999,0.002,0.002,,,,0.134,0.022000000000000002,0.022000000000000002,1.565409,3.3e-06,3.3e-06,,,,0.0,,,87.42,0.62,0.37,,2015.0,2016-01-10,,,,,,,,,,2454965.0019,0.0019,0.0019,,,,,,,0.601,,,,,,7.0,1.0,1.0,,,,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,,Kepler-446,282.25,44.921111133000004,16.5,,,,,120.0,,,-0.3,0.12,0.12,0.22,0.05,0.05,0.24,0.04,0.04,,,,,3359.0,60.0,60.0,,,
Kepler-446 c,Kepler-446,c,Transit,0,3,3.036179,5.5e-06,-5.5e-06,0.0,4,,,,,0,0.0,,,0.0,1,88.97,0.57,-0.46,0.0,1,,,,,0,,0.1,0.02,-0.02,0.0,3,,,,,0,0,1,0,18h49m00.05s,+44d55m16.0s,282.250207,1.7e-05,44.92110200000001,1.7e-05,2,120.0,,,0.0,4,16.257,,0.0,Kepler-band,16.31,,0.0,3359.0,60.0,-60.0,0.0,6,0.22,0.05,-0.05,0.0,3,0.24,0.04,-0.04,0.0,5,1,2015-01-14,Kepler,,Confirmed,0.009000000000000001,0.003,0.003,,,,0.098,0.016,0.016,3.036179,5.5e-06,5.5e-06,,,,0.0,,,88.97,0.57,0.46,,2015.0,2015-01-09,,,,,,,,,,2454100.9304299997,0.0009449999999999999,0.0009449999999999999,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,,Kepler-446,282.25,44.921111133000004,16.5,,,,,120.0,,,-0.3,0.12,0.12,0.22,0.05,0.05,0.24,0.04,0.04,,,,,3359.0,60.0,60.0,,,
Kepler-446 d,Kepler-446,d,Transit,0,3,5.148921,2.2e-05,-2.2e-05,0.0,4,,,,,0,0.0,,,0.0,1,88.72,0.17,-0.19,0.0,1,,,,,0,,0.12,0.02,-0.02,0.0,4,,,,,0,0,1,0,18h49m00.05s,+44d55m16.0s,282.250207,1.7e-05,44.92110200000001,1.7e-05,2,120.0,,,0.0,4,16.257,,0.0,Kepler-band,16.31,,0.0,3359.0,60.0,-60.0,0.0,6,0.22,0.05,-0.05,0.0,3,0.24,0.04,-0.04,0.0,5,1,2015-01-14,Kepler,,Confirmed,0.01,0.003,0.003,,,,0.12,0.02,0.02,5.148921,2.2e-05,2.2e-05,,,,0.0,,,88.72,0.19,0.19,,2015.0,2015-01-09,,,,,,,,,,2454699.6804,0.0042,0.0042,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,,Kepler-446,282.25,44.921111133000004,16.5,,,,,120.0,,,-0.3,0.12,0.12,0.22,0.05,0.05,0.24,0.04,0.04,,,,,3359.0,60.0,60.0,,,
Kepler-447 b,Kepler-447,b,Transit,0,1,7.79430132,1.82e-06,-1.82e-06,0.0,3,0.0769,0.0062,-0.0079,0.0,1,0.123,0.037000000000000005,-0.036000000000000004,0.0,1,86.55,0.24,-0.32,0.0,1,1.37,0.48,-0.46,0.0,1,Mass,1.65,0.59,-0.56,0.0,3,0.4,0.94,-0.32,0.0,1,0,1,0,19h01m04.46s,+48d33m36.0s,285.268586,2.2e-05,48.560013,1.7e-05,2,270.12,1.85,-1.85,0.0,3,12.394,,0.0,Kepler-band,12.379,,0.0,5493.0,62.0,-62.0,0.0,6,1.0,0.21,-0.21,0.0,3,1.05,0.19,-0.19,0.0,6,1,2015-02-19,Kepler,,Confirmed,1.37,0.48,0.48,1.37,0.48,0.48,1.65,0.59,0.59,7.79430132,1.82e-06,1.82e-06,0.0769,0.0062,0.0079,,,,86.55,0.24,0.32,,2015.0,2015-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,Kepler-447,285.26666666799997,48.56000001899999,12.5,,,,,,,,0.07,0.05,0.05,1.0,0.21,0.21,1.03,0.16,0.16,,,,,5493.0,62.0,62.0,,,
KOI-12 b,KOI-12,b,Transit,0,2,17.855182,8e-06,-6e-06,0.0,6,0.154,0.004,-0.003,0.0,2,0.34,0.08,-0.07,0.0,3,,,,0.0,2,1.1,3.5,-0.8,0.0,3,Mass,1.23,0.06,-0.05,0.0,5,,,,0.0,0,1,1,0,19h49m48.90s,+41d00m39.6s,297.453731,1.7e-05,41.010991,1.7e-05,2,403.99,4.42,-4.42,0.0,4,11.353,,0.0,Kepler-band,11.253,,0.0,,,,0.0,7,1.5,0.1,-0.1,0.0,4,1.4,0.07,-0.06,0.0,8,1,2019-11-07,Kepler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
